"Crop","Season","State","Area","Production","Annual_Rainfall","Fertilizer","Pesticide","Yield"
"Small millets","Kharif     ","Assam","8480","4403","1824.7","866062.4","2204.8","0.49173913"
"Groundnut","Kharif     ","Goa","148","137","2530.6","15115.24","38.48","0.93"
"Other Kharif pulses","Kharif     ","Goa","505","283","2530.6","51575.65","131.3","0.56"
"Ragi","Kharif     ","Goa","315","315","2530.6","32170.95","81.9","1"
"Rice","Kharif     ","Goa","32746","79071","2530.6","3344348.98","8513.96","2.41"
"Arhar/Tur","Kharif     ","Karnataka","482100","147437","1002.9","49236873","125346","0.37625"
"Bajra","Kharif     ","Karnataka","208213","111091","1002.9","21264793.69","54135.38","0.510666667"
"Castor seed","Kharif     ","Karnataka","21799","16137","1002.9","2226331.87","5667.74","0.704"
"Cotton(lint)","Kharif     ","Karnataka","608479","612415","1002.9","62143960.27","158204.54","1.221428571"
"Ginger","Kharif     ","Karnataka","10677","140539","1002.9","1090442.01","2776.02","12.86277778"
"Groundnut","Kharif     ","Karnataka","854741","585707","1002.9","87294698.33","222232.66","0.843846154"
"Horse-gram","Kharif     ","Karnataka","155207","81931","1002.9","15851290.91","40353.82","0.5225"
"Jowar","Kharif     ","Karnataka","303308","379303","1002.9","30976846.04","78860.08","1.202857143"
"Maize","Kharif     ","Karnataka","505574","1274858","1002.9","51634272.62","131449.24","2.663333333"
"Mesta","Kharif     ","Karnataka","3668","5195","1002.9","374612.84","953.68","1.94375"
"Moong(Green Gram)","Kharif     ","Karnataka","251332","65336","1002.9","25668537.16","65346.32","0.31826087"
"Niger seed","Kharif     ","Karnataka","36198","7034","1002.9","3696901.74","9411.48","0.213043478"
"Other Kharif pulses","Kharif     ","Karnataka","137310","42618","1002.9","14023470.3","35700.6","0.2764"
"Ragi","Kharif     ","Karnataka","903752","1478594","1002.9","92300191.76","234975.52","1.457368421"
"Rice","Kharif     ","Karnataka","1087967","2393946","1002.9","111114069.7","282871.42","2.154814815"
"Sesamum","Kharif     ","Karnataka","73064","27086","1002.9","7462026.32","18996.64","0.386"
"Small millets","Kharif     ","Karnataka","70091","36856","1002.9","7158393.83","18223.66","0.609545455"
"Soyabean","Kharif     ","Karnataka","48444","40217","1002.9","4947585.72","12595.44","0.808"
"Sunflower","Kharif     ","Karnataka","124184","59516","1002.9","12682911.92","32287.84","0.520833333"
"Urad","Kharif     ","Karnataka","150588","55626","1002.9","15379552.44","39152.88","0.347619048"
"Cotton(lint)","Kharif     ","Kerala","3760","6069","2946.7","384008.8","977.6","1.61"
"Groundnut","Kharif     ","Kerala","2437","1812","2946.7","248890.81","633.62","0.74"
"Jowar","Kharif     ","Kerala","2902","1478","2946.7","296381.26","754.52","0.4025"
"Ragi","Kharif     ","Kerala","1947","1575","2946.7","198847.11","506.22","0.766666667"
"Sesamum","Kharif     ","Kerala","878","284","2946.7","89670.14","228.28","0.325"
"Arhar/Tur","Kharif     ","Meghalaya","818","631","4241","83542.34","212.68","0.793333333"
"Castor seed","Kharif     ","Meghalaya","25","13","4241","2553.25","6.5","0.5"
"Cotton(lint)","Kharif     ","Meghalaya","7323","7873","4241","747897.99","1903.98","1.05"
"Ginger","Kharif     ","Meghalaya","8897","36590","4241","908650.61","2313.22","5.837142857"
"Jute","Kharif     ","Meghalaya","4061","25057","4241","414749.93","1055.86","6.236666667"
"Maize","Kharif     ","Meghalaya","16866","25247","4241","1722524.58","4385.16","1.471428571"
"Mesta","Kharif     ","Meghalaya","4550","24526","4241","464691.5","1183","4.96"
"Rice","Kharif     ","Meghalaya","107761","188971","4241","11005630.93","28017.86","1.751428571"
"Sesamum","Kharif     ","Meghalaya","1331","694","4241","135935.03","346.06","0.568571429"
"Small millets","Kharif     ","Meghalaya","2720","2152","4241","277793.6","707.2","0.847142857"
"Soyabean","Kharif     ","Meghalaya","981","939","4241","100189.53","255.06","0.912857143"
"Bajra","Kharif     ","Puducherry","162","345","1434.5875","16545.06","42.12","2.13"
"Cotton(lint)","Kharif     ","Puducherry","575","2965","1434.5875","58724.75","149.5","5.23"
"Ginger","Kharif     ","Puducherry","171","89","1434.5875","17464.23","44.46","0.375"
"Groundnut","Kharif     ","Puducherry","1229","1915","1434.5875","125517.77","319.54","1.195"
"Ragi","Kharif     ","Puducherry","138","325","1434.5875","14093.94","35.88","2.36"
"Rice","Kharif     ","Puducherry","26263","66868","1434.5875","2682240.19","6828.38","2.415"
"Arhar/Tur","Kharif     ","West Bengal","3938","3268","1556.6","402187.94","1023.88","0.816923077"
"Bajra","Kharif     ","West Bengal","425","322","1556.6","43405.25","110.5","0.855"
"Castor seed","Kharif     ","West Bengal","80","73","1556.6","8170.4","20.8","0.91"
"Cotton(lint)","Kharif     ","West Bengal","1795","4481","1556.6","183323.35","466.7","1.993333333"
"Ginger","Kharif     ","West Bengal","8133","16070","1556.6","830623.29","2114.58","1.52"
"Groundnut","Kharif     ","West Bengal","2197","2126","1556.6","224379.61","571.22","1.16625"
"Jowar","Kharif     ","West Bengal","1194","658","1556.6","121943.22","310.44","0.611428571"
"Jute","Kharif     ","West Bengal","651814","8836168","1556.6","66569763.82","169471.64","15.42705882"
"Maize","Kharif     ","West Bengal","33288","86409","1556.6","3399703.44","8654.88","2.314285714"
"Mesta","Kharif     ","West Bengal","10632","91297","1556.6","1085846.16","2764.32","7.960833333"
"Moong(Green Gram)","Kharif     ","West Bengal","619","311","1556.6","63218.47","160.94","0.556666667"
"Niger seed","Kharif     ","West Bengal","6362","3229","1556.6","649751.06","1654.12","0.466666667"
"Other Kharif pulses","Kharif     ","West Bengal","1593","865","1556.6","162693.09","414.18","0.605"
"Ragi","Kharif     ","West Bengal","12730","14558","1556.6","1300114.9","3309.8","0.862"
"Small millets","Kharif     ","West Bengal","4610","3125","1556.6","470819.3","1198.6","0.796666667"
"Soyabean","Kharif     ","West Bengal","516","308","1556.6","52699.08","134.16","0.5375"
"Sunflower","Kharif     ","West Bengal","1279","1691","1556.6","130624.27","332.54","1.048"
"Urad","Kharif     ","West Bengal","49291","32299","1556.6","5034089.83","12815.66","0.600555556"
"Arhar/Tur","Kharif     ","Andhra Pradesh","423436","147361","648.1","40086686.12","105859","0.337727273"
"Bajra","Kharif     ","Andhra Pradesh","79711","53526","648.1","7546240.37","19927.75","0.706470588"
"Castor seed","Kharif     ","Andhra Pradesh","231902","86818","648.1","21954162.34","57975.5","0.296315789"
"Cotton(lint)","Kharif     ","Andhra Pradesh","803274","1085739","648.1","76045949.58","200818.5","1.455238095"
"Dry chillies","Kharif     ","Andhra Pradesh","176001","309369","648.1","16662014.67","44000.25","1.668636364"
"Gram","Kharif     ","Andhra Pradesh","37","45","648.1","3502.79","9.25","1.0075"
"Groundnut","Kharif     ","Andhra Pradesh","1270662","542342","648.1","120293571.5","317665.5","0.767727273"
"Horse-gram","Kharif     ","Andhra Pradesh","14961","6547","648.1","1416357.87","3740.25","0.420833333"
"Jowar","Kharif     ","Andhra Pradesh","263673","257241","648.1","24961922.91","65918.25","0.661363636"
"Maize","Kharif     ","Andhra Pradesh","413659","912047","648.1","39161097.53","103414.75","1.491363636"
"Mesta","Kharif     ","Andhra Pradesh","81169","613607","648.1","7684269.23","20292.25","7.506363636"
"Moong(Green Gram)","Kharif     ","Andhra Pradesh","355292","87862","648.1","33635493.64","88823","0.217272727"
"Niger seed","Kharif     ","Andhra Pradesh","14919","5743","648.1","1412381.73","3729.75","0.38"
"Onion","Kharif     ","Andhra Pradesh","15403","171950","648.1","1458202.01","3850.75","10.49411765"
"Other Kharif pulses","Kharif     ","Andhra Pradesh","6915","1532","648.1","654643.05","1728.75","0.223"
"Ragi","Kharif     ","Andhra Pradesh","61644","64480","648.1","5835837.48","15411","1.17375"
"Rice","Kharif     ","Andhra Pradesh","2109301","5054013","648.1","199687525.7","527325.25","2.202727273"
"Sesamum","Kharif     ","Andhra Pradesh","87085","12499","648.1","8244336.95","21771.25","0.128571429"
"Small millets","Kharif     ","Andhra Pradesh","46256","21891","648.1","4379055.52","11564","0.461538462"
"Soyabean","Kharif     ","Andhra Pradesh","41284","0","648.1","3908356.28","10321","0"
"Sunflower","Kharif     ","Andhra Pradesh","416579","276207","648.1","39437533.93","104144.75","0.9025"
"Urad","Kharif     ","Andhra Pradesh","110160","45241","648.1","10428847.2","27540","0.240454545"
"Arhar/Tur","Kharif     ","Assam","7013","4961","1973.6","663920.71","1753.25","0.710869565"
"Castor seed","Kharif     ","Assam","1577","651","1973.6","149294.59","394.25","0.428571429"
"Cotton(lint)","Kharif     ","Assam","1556","716","1973.6","147306.52","389","0.422608696"
"Jute","Kharif     ","Assam","67915","690619","1973.6","6429513.05","16978.75","9.963478261"
"Maize","Kharif     ","Assam","19812","14194","1973.6","1875602.04","4953","0.606086957"
"Mesta","Kharif     ","Assam","5133","25429","1973.6","485941.11","1283.25","4.652857143"
"Niger seed","Kharif     ","Assam","9904","5060","1973.6","937611.68","2476","0.52"
"Sesamum","Kharif     ","Assam","14290","7789","1973.6","1352834.3","3572.5","0.49"
"Small millets","Kharif     ","Assam","8310","4328","1973.6","786707.7","2077.5","0.489090909"
"Groundnut","Kharif     ","Goa","241","348","2516.3","22815.47","60.25","1.44"
"Other Kharif pulses","Kharif     ","Goa","201","168","2516.3","19028.67","50.25","0.84"
"Ragi","Kharif     ","Goa","353","301","2516.3","33418.51","88.25","0.85"
"Rice","Kharif     ","Goa","33728","90072","2516.3","3193029.76","8432","2.67"
"Cotton(lint)","Kharif     ","Kerala","3400","5488","2511.2","321878","850","1.61"
"Groundnut","Kharif     ","Kerala","2422","1801","2511.2","229290.74","605.5","0.74"
"Jowar","Kharif     ","Kerala","2571","1311","2511.2","243396.57","642.75","0.5025"
"Ragi","Kharif     ","Kerala","1320","1068","2511.2","124964.4","330","0.87"
"Sesamum","Kharif     ","Kerala","811","260","2511.2","76777.37","202.75","0.277272727"
"Arhar/Tur","Kharif     ","Tamil Nadu","44127","24067","315.9","4177503.09","11031.75","0.535416667"
"Bajra","Kharif     ","Tamil Nadu","102020","88682","315.9","9658233.4","25505","1.041666667"
"Castor seed","Kharif     ","Tamil Nadu","17749","5600","315.9","1680297.83","4437.25","0.376666667"
"Cotton(lint)","Kharif     ","Tamil Nadu","75572","83542","315.9","7154401.24","18893","1.429230769"
"Groundnut","Kharif     ","Tamil Nadu","502090","717403","315.9","47532860.3","125522.5","1.509285714"
"Horse-gram","Kharif     ","Tamil Nadu","81711","20782","315.9","7735580.37","20427.75","0.25125"
"Jowar","Kharif     ","Tamil Nadu","319607","213639","315.9","30257194.69","79901.75","0.765652174"
"Maize","Kharif     ","Tamil Nadu","121057","191646","315.9","11460466.19","30264.25","1.806956522"
"Moong(Green Gram)","Kharif     ","Tamil Nadu","112812","48053","315.9","10679912.04","28203","0.411851852"
"Other Kharif pulses","Kharif     ","Tamil Nadu","121255","24850","315.9","11479210.85","30313.75","0.197037037"
"Ragi","Kharif     ","Tamil Nadu","104286","140169","315.9","9872755.62","26071.5","1.6392"
"Rice","Kharif     ","Tamil Nadu","1516537","3577108","315.9","143570557.8","379134.25","2.884642857"
"Sesamum","Kharif     ","Tamil Nadu","64481","28047","315.9","6104416.27","16120.25","0.401785714"
"Small millets","Kharif     ","Tamil Nadu","7348","4137","315.9","695635.16","1837","0.575454545"
"Sunflower","Kharif     ","Tamil Nadu","7709","8908","315.9","729811.03","1927.25","1.075217391"
"Urad","Kharif     ","Tamil Nadu","196888","78555","315.9","18639386.96","49222","0.422962963"
"Arhar/Tur","Kharif     ","West Bengal","3075","2806","1629.1","291110.25","768.75","0.924166667"
"Bajra","Kharif     ","West Bengal","332","252","1629.1","31430.44","83","0.756666667"
"Castor seed","Kharif     ","West Bengal","45","42","1629.1","4260.15","11.25","0.93"
"Cotton(lint)","Kharif     ","West Bengal","823","1474","1629.1","77913.41","205.75","2.875"
"Ginger","Kharif     ","West Bengal","9383","20206","1629.1","888288.61","2345.75","1.698888889"
"Groundnut","Kharif     ","West Bengal","1368","1317","1629.1","129508.56","342","1.1625"
"Jowar","Kharif     ","West Bengal","1643","1234","1629.1","155542.81","410.75","1.855"
"Jute","Kharif     ","West Bengal","636066","8505522","1629.1","60216368.22","159016.5","14.35235294"
"Khesari","Kharif     ","West Bengal","584","507","1629.1","55287.28","146","0.87"
"Maize","Kharif     ","West Bengal","27724","55300","1629.1","2624631.08","6931","1.895384615"
"Mesta","Kharif     ","West Bengal","8216","72572","1629.1","777808.72","2054","10.04"
"Moong(Green Gram)","Kharif     ","West Bengal","556","268","1629.1","52636.52","139","0.532857143"
"Niger seed","Kharif     ","West Bengal","6809","3596","1629.1","644608.03","1702.25","0.50625"
"Other Kharif pulses","Kharif     ","West Bengal","707","476","1629.1","66931.69","176.75","0.59"
"Ragi","Kharif     ","West Bengal","13517","15639","1629.1","1279654.39","3379.25","0.828"
"Small millets","Kharif     ","West Bengal","3126","2088","1629.1","295938.42","781.5","0.85625"
"Soyabean","Kharif     ","West Bengal","520","311","1629.1","49228.4","130","0.55"
"Sunflower","Kharif     ","West Bengal","2369","3207","1629.1","224273.23","592.25","1.062"
"Urad","Kharif     ","West Bengal","48645","31833","1629.1","4605222.15","12161.25","0.523333333"
"Arhar/Tur","Kharif     ","Andhra Pradesh","513239","214657","826","50800396.22","123177.36","0.424090909"
"Bajra","Kharif     ","Andhra Pradesh","128512","141628","826","12720117.76","30842.88","1.072631579"
"Castor seed","Kharif     ","Andhra Pradesh","290915","131870","826","28794766.7","69819.6","0.447894737"
"Cotton(lint)","Kharif     ","Andhra Pradesh","836892","1890394","826","82835570.16","200854.08","2.137619048"
"Dry chillies","Kharif     ","Andhra Pradesh","199545","661563","826","19750964.1","47890.8","3.072272727"
"Gram","Kharif     ","Andhra Pradesh","52","90","826","5146.96","12.48","1.656666667"
"Groundnut","Kharif     ","Andhra Pradesh","1258479","607024","826","124564251.4","302034.96","0.836818182"
"Horse-gram","Kharif     ","Andhra Pradesh","11304","4592","826","1118869.92","2712.96","0.35"
"Jowar","Kharif     ","Andhra Pradesh","274944","349245","826","27213957.12","65986.56","1.965"
"Maize","Kharif     ","Andhra Pradesh","557812","1671502","826","55212231.76","133874.88","2.420909091"
"Mesta","Kharif     ","Andhra Pradesh","59177","470198","826","5857339.46","14202.48","7.792857143"
"Moong(Green Gram)","Kharif     ","Andhra Pradesh","478726","244136","826","47384299.48","114894.24","0.495"
"Niger seed","Kharif     ","Andhra Pradesh","17295","6792","826","1711859.1","4150.8","0.375"
"Onion","Kharif     ","Andhra Pradesh","16862","234546","826","1669000.76","4046.88","12.80157895"
"Other Kharif pulses","Kharif     ","Andhra Pradesh","8349","2056","826","826384.02","2003.76","0.240769231"
"Ragi","Kharif     ","Andhra Pradesh","67597","82164","826","6690751.06","16223.28","1.140666667"
"Rice","Kharif     ","Andhra Pradesh","2108904","5841539","826","208739317.9","506136.96","2.670909091"
"Sesamum","Kharif     ","Andhra Pradesh","114516","33235","826","11334793.68","27483.84","0.262380952"
"Small millets","Kharif     ","Andhra Pradesh","47510","28020","826","4702539.8","11402.4","0.518666667"
"Soyabean","Kharif     ","Andhra Pradesh","68424","107298","826","6772607.52","16421.76","1.345"
"Sunflower","Kharif     ","Andhra Pradesh","490757","333265","826","48575127.86","117781.68","1.057142857"
"Urad","Kharif     ","Andhra Pradesh","95454","66827","826","9448036.92","22908.96","0.656363636"
"Arhar/Tur","Kharif     ","Assam","7012","4940","2213.7","694047.76","1682.88","0.708695652"
"Castor seed","Kharif     ","Assam","1493","619","2213.7","147777.14","358.32","0.414285714"
"Cotton(lint)","Kharif     ","Assam","1438","664","2213.7","142333.24","345.12","0.443478261"
"Jute","Kharif     ","Assam","64027","665268","2213.7","6337392.46","15366.48","10.2626087"
"Maize","Kharif     ","Assam","19569","14051","2213.7","1936939.62","4696.56","0.607391304"
"Mesta","Kharif     ","Assam","5420","25867","2213.7","536471.6","1300.8","4.419047619"
"Niger seed","Kharif     ","Assam","9747","5001","2213.7","964758.06","2339.28","0.538333333"
"Sesamum","Kharif     ","Assam","14465","7953","2213.7","1431745.7","3471.6","0.489130435"
"Small millets","Kharif     ","Assam","8299","4320","2213.7","821435.02","1991.76","0.506956522"
"Groundnut","Kharif     ","Goa","325","363","3011.6","32168.5","78","1.12"
"Other Kharif pulses","Kharif     ","Goa","498","294","3011.6","49292.04","119.52","0.59"
"Ragi","Kharif     ","Goa","439","394","3011.6","43452.22","105.36","0.9"
"Rice","Kharif     ","Goa","35471","115996","3011.6","3510919.58","8513.04","3.27"
"Arhar/Tur","Kharif     ","Karnataka","532251","199627","867.6","52682203.98","127740.24","0.298333333"
"Bajra","Kharif     ","Karnataka","318328","191079","867.6","31508105.44","76398.72","0.532666667"
"Castor seed","Kharif     ","Karnataka","17214","15439","867.6","1703841.72","4131.36","0.906190476"
"Cotton(lint)","Kharif     ","Karnataka","316674","264624","867.6","31344392.52","76001.76","1.192857143"
